gene	unique	total
ENSG00000277491.1	459	459
ENSG00000167693.16	5658	5926
ENSG00000262133.1	555	555
ENSG00000262003.1	749	790
ENSG00000263017.1	263	303
ENSG00000177370.4	3164	3164
ENSG00000159842.14	11877	11975
ENSG00000264429.1	54	54
ENSG00000278794.1	113	234
ENSG00000275997.1	180	180
ENSG00000235361.1	205	205
ENSG00000262213.1	310	310
ENSG00000205899.3	872	872
ENSG00000184811.3	3566	3566
ENSG00000108953.16	3669	4027
ENSG00000280408.1	156	156
ENSG00000167193.7	3949	4109
ENSG00000262777.1	665	681
ENSG00000197879.14	8111	8204
ENSG00000132376.19	5510	5593
ENSG00000236618.2	512	512
ENSG00000174238.14	4981	4981
ENSG00000167703.14	9985	10690
ENSG00000243704.3	246	269
ENSG00000074660.15	4887	5027
ENSG00000167705.11	2130	2130
ENSG00000174231.16	11241	11542
ENSG00000277597.1	396	396
ENSG00000185561.9	5162	5926
ENSG00000186594.14	3216	3271
ENSG00000283824.1	0	55
ENSG00000167716.18	8098	8098
ENSG00000262791.1	429	429
ENSG00000167711.13	2370	2370
ENSG00000132386.10	2943	3170
ENSG00000186532.11	6275	6769
ENSG00000132383.11	5494	5515
ENSG00000108958.4	62	378
ENSG00000185924.6	3575	3584
ENSG00000262445.3	756	840
ENSG00000228133.2	2030	2030
ENSG00000262869.1	530	530
ENSG00000108963.17	4529	5988
ENSG00000262664.2	5	1092
ENSG00000262533.1	392	392
ENSG00000263050.1	413	413
ENSG00000267200.1	71	71
ENSG00000267195.1	80	80
ENSG00000177374.12	8147	8155
ENSG00000070366.13	10519	10555
ENSG00000280333.1	104	104
ENSG00000262810.1	465	498
ENSG00000279040.1	96	96
ENSG00000279562.1	117	117
ENSG00000279340.1	137	137
ENSG00000262402.1	378	445
ENSG00000265777.2	150	248
ENSG00000236838.2	374	374
ENSG00000236457.1	293	293
ENSG00000225084.1	680	680
ENSG00000278941.1	344	344
ENSG00000280242.1	269	409
ENSG00000167720.12	3315	3567
ENSG00000262333.1	417	925
ENSG00000167721.10	5293	5628
ENSG00000275084.3	192	192
ENSG00000212163.5	155	161
ENSG00000141258.12	10066	10090
ENSG00000274758.1	173	173
ENSG00000263345.1	1088	1203
ENSG00000070444.14	8326	8717
ENSG00000262456.1	1035	1035
ENSG00000127804.12	8711	9119
ENSG00000279872.1	0	204
ENSG00000280280.1	82	82
ENSG00000243049.3	215	312
ENSG00000262953.1	1073	1177
ENSG00000007168.12	7890	8315
ENSG00000262480.2	631	631
ENSG00000279432.1	2773	3092
ENSG00000239884.3	72	249
ENSG00000272770.1	596	596
ENSG00000272911.1	273	273
ENSG00000132361.16	7021	7026
ENSG00000273606.1	29	29
ENSG00000262050.1	413	413
ENSG00000277200.1	2872	3117
ENSG00000261963.3	855	855
ENSG00000221200.1	75	75
ENSG00000272920.1	75	75
ENSG00000132359.14	7594	7594
ENSG00000262884.1	2516	2516
ENSG00000262628.1	163	909
ENSG00000184166.2	4572	4885
ENSG00000142163.8	889	918
ENSG00000183024.3	968	968
ENSG00000261848.5	701	788
ENSG00000262085.2	959	964
ENSG00000172150.4	871	900
ENSG00000172146.2	6261	6884
ENSG00000255095.2	227	961
ENSG00000262106.1	680	901
ENSG00000221882.3	1842	2667
ENSG00000180090.5	1475	1629
ENSG00000180068.9	1890	1919
ENSG00000267129.1	46	46
ENSG00000180042.5	915	915
ENSG00000180016.2	776	1277
ENSG00000159961.2	2964	3781
ENSG00000127780.3	445	942
ENSG00000280268.1	1600	1892
ENSG00000141255.12	2445	3150
ENSG00000108381.10	5536	5849
ENSG00000167723.14	9166	9886
ENSG00000196689.11	3473	5309
ENSG00000263338.1	479	530
ENSG00000262304.2	547	4723
ENSG00000261916.1	482	482
ENSG00000197417.7	879	3808
ENSG00000262248.1	279	314
ENSG00000040531.14	3525	3558
ENSG00000262903.1	844	844
ENSG00000213977.7	388	1380
ENSG00000257950.3	2713	5870
ENSG00000240898.1	192	453
ENSG00000127774.6	765	765
ENSG00000083454.21	2549	4325
ENSG00000083457.11	6610	6698
ENSG00000262692.1	185	261
ENSG00000177602.5	2732	2767
ENSG00000262358.1	314	368
ENSG00000074356.16	14098	14828
ENSG00000004660.14	7300	7474
ENSG00000108405.3	3994	3994
ENSG00000074370.17	7064	7081
ENSG00000263312.1	519	519
ENSG00000074755.14	15759	16065
ENSG00000252456.1	82	91
ENSG00000167740.9	2080	2233
ENSG00000185722.16	13996	14158
ENSG00000263165.1	482	482
ENSG00000251812.1	63	69
ENSG00000263219.1	1421	1708
ENSG00000274363.1	710	710
ENSG00000132388.12	4515	4593
ENSG00000261868.1	1251	1297
ENSG00000263882.2	137	260
ENSG00000182557.7	2707	2707
ENSG00000262823.1	930	1054
ENSG00000229782.1	340	340
ENSG00000183018.8	4168	4168
ENSG00000132382.14	6362	6362
ENSG00000167741.10	3070	3233
ENSG00000262921.1	507	507
ENSG00000262519.1	231	280
ENSG00000188176.11	2462	2462
ENSG00000261863.1	1235	1243
ENSG00000222429.1	74	74
ENSG00000161905.12	2908	3451
ENSG00000141456.14	6625	6759
ENSG00000235085.3	398	398
ENSG00000244184.1	442	442
ENSG00000213939.4	256	372
ENSG00000141480.17	4393	4485
ENSG00000161920.9	1286	1473
ENSG00000261898.2	384	450
ENSG00000161921.14	2665	2788
ENSG00000141497.13	3405	3405
ENSG00000142484.6	931	931
ENSG00000182853.11	857	857
ENSG00000280254.1	1714	2074
ENSG00000182327.7	863	993
ENSG00000142507.9	1381	1489
ENSG00000262165.2	620	620
ENSG00000129219.13	5091	5102
ENSG00000141503.15	8196	8197
ENSG00000230201.5	585	588
ENSG00000264113.2	156	312
ENSG00000108556.7	2638	2638
ENSG00000205710.3	3406	3406
ENSG00000185245.7	2430	2430
ENSG00000108528.13	2777	2777
ENSG00000108523.15	3048	3048
ENSG00000108518.7	1824	1983
ENSG00000108515.17	4345	4458
ENSG00000091640.7	2805	2941
ENSG00000108509.20	6170	6200
ENSG00000262429.1	444	444
ENSG00000274300.1	40	40
ENSG00000278517.1	35	35
ENSG00000234203.1	409	409
ENSG00000262678.1	512	512
ENSG00000262227.1	521	521
ENSG00000196388.8	1569	1609
ENSG00000129250.11	8056	8570
ENSG00000227495.1	553	553
ENSG00000132517.14	3675	4006
ENSG00000262495.1	386	386
ENSG00000262693.1	460	460
ENSG00000180787.5	5148	5176
ENSG00000167840.13	2954	2959
ENSG00000234327.7	1929	2030
ENSG00000129204.16	8573	11404
ENSG00000262855.1	152	241
ENSG00000180626.9	4793	4877
ENSG00000261879.5	2129	2189
ENSG00000161929.14	3676	4207
ENSG00000263164.1	408	408
ENSG00000029725.16	6611	6611
ENSG00000108559.11	5223	5425
ENSG00000263220.1	482	482
ENSG00000129197.14	6944	7625
ENSG00000263272.1	1737	1908
ENSG00000108561.8	2177	2356
ENSG00000005100.12	5825	5927
ENSG00000262099.1	368	368
ENSG00000072849.10	6535	6634
ENSG00000167842.15	3173	3240
ENSG00000091592.15	12649	12912
ENSG00000282980.1	398	468
ENSG00000262961.1	767	767
ENSG00000179314.13	9053	9152
ENSG00000262231.1	582	586
ENSG00000206618.1	75	77
ENSG00000262609.1	440	446
ENSG00000129221.15	4053	4204
ENSG00000262818.1	245	248
ENSG00000129195.15	2748	2955
ENSG00000091622.15	10607	10622
ENSG00000274860.1	93	252
ENSG00000198920.9	6513	6513
ENSG00000200914.1	44	78
ENSG00000282936.1	3506	3506
ENSG00000129235.10	3974	4013
ENSG00000108590.10	2125	2125
ENSG00000256806.5	2132	2442
ENSG00000261996.1	849	849
ENSG00000264468.1	40	40
ENSG00000283301.1	24	24
ENSG00000274114.2	3145	4218
ENSG00000141485.16	8837	9221
ENSG00000262990.1	257	264
ENSG00000244283.1	374	441
ENSG00000132530.16	6699	6866
ENSG00000279296.1	3087	3256
ENSG00000177294.6	2915	2915
ENSG00000167858.12	3870	3870
ENSG00000262943.7	5598	5880
ENSG00000215067.9	3036	3295
ENSG00000262503.1	690	690
ENSG00000263316.1	509	509
ENSG00000267047.1	25	468
ENSG00000262089.1	313	313
ENSG00000108839.11	2608	2612
ENSG00000219200.11	1209	1957
ENSG00000161939.19	216	2028
ENSG00000258315.5	1694	2854
ENSG00000267532.5	3398	3866
ENSG00000284112.1	0	57
ENSG00000284027.1	0	82
ENSG00000161940.10	4385	4392
ENSG00000174327.6	2085	2085
ENSG00000174326.11	2123	2123
ENSG00000262067.1	241	241
ENSG00000132514.13	2575	2575
ENSG00000161944.16	2506	2538
ENSG00000213876.4	631	633
ENSG00000141505.11	3871	3944
ENSG00000132535.18	5818	5818
ENSG00000279812.1	124	124
ENSG00000072778.19	5620	5620
ENSG00000199053.3	53	53
ENSG00000004975.11	5560	5604
ENSG00000040633.12	2884	2885
ENSG00000170296.9	1637	2327
ENSG00000262526.2	24	746
ENSG00000279641.1	1585	1585
ENSG00000175826.11	2222	2713
ENSG00000262302.1	28	459
ENSG00000170291.14	2931	2931
ENSG00000181885.18	2358	2597
ENSG00000202251.1	82	82
ENSG00000181856.14	3918	4068
ENSG00000263342.1	385	385
ENSG00000006047.12	4649	4797
ENSG00000132507.17	2279	2944
ENSG00000132522.15	2022	3372
ENSG00000261915.6	146	2569
ENSG00000215041.9	5391	6464
ENSG00000224647.2	1263	1263
ENSG00000072818.11	7311	7709
ENSG00000213859.4	3016	3026
ENSG00000263171.1	391	391
ENSG00000182896.12	1249	1249
ENSG00000174292.12	4016	4016
ENSG00000187838.16	915	3078
ENSG00000262481.5	299	2646
ENSG00000205544.3	546	733
ENSG00000169992.9	5576	5576
ENSG00000262880.1	112	1945
ENSG00000181323.7	794	952
ENSG00000184560.7	1651	1651
ENSG00000283439.1	3561	3561
ENSG00000181284.2	2127	2127
ENSG00000262624.1	297	297
ENSG00000161958.10	1433	5588
ENSG00000263301.1	300	300
ENSG00000272884.1	548	5523
ENSG00000170175.10	3673	4502
ENSG00000174282.11	6093	6095
ENSG00000259224.2	785	1667
ENSG00000181222.15	8210	8311
ENSG00000201489.1	46	71
ENSG00000239697.10	1349	1872
ENSG00000248871.1	27	1786
ENSG00000276384.1	396	396
ENSG00000161955.16	1179	2415
ENSG00000161956.12	2291	3781
ENSG00000277957.1	452	3489
ENSG00000161960.14	3231	5857
ENSG00000264772.6	664	4524
ENSG00000209582.1	0	105
ENSG00000238917.1	0	112
ENSG00000277985.1	0	107
ENSG00000129226.13	509	2240
ENSG00000233223.2	1046	1046
ENSG00000129255.15	3452	3634
ENSG00000129194.7	1538	1538
ENSG00000129245.11	4278	4409
ENSG00000129214.14	2156	2156
ENSG00000141504.11	1883	1883
ENSG00000129244.8	3130	3274
ENSG00000141510.16	4632	4860
ENSG00000262251.1	1007	1082
ENSG00000141499.16	5310	5310
ENSG00000108947.4	3192	3192
ENSG00000183914.14	17166	17355
ENSG00000240480.1	526	627
ENSG00000132510.10	7293	7300
ENSG00000167874.6	873	873
ENSG00000183011.13	1995	1995
ENSG00000182224.11	1166	4039
ENSG00000280046.1	4006	7111
ENSG00000170004.16	10018	10034
ENSG00000252835.1	109	109
ENSG00000179859.9	2538	2948
ENSG00000170049.9	4427	4740
ENSG00000262730.1	29	318
ENSG00000170043.11	1126	1193
ENSG00000170037.13	6514	6528
ENSG00000262492.1	289	400
ENSG00000132518.6	4007	4007
ENSG00000279174.1	3022	3022
ENSG00000179593.15	3106	3113
ENSG00000263427.1	487	487
ENSG00000275011.1	1275	1275
ENSG00000179477.9	2683	2683
ENSG00000214999.3	1774	1774
ENSG00000264005.1	62	62
ENSG00000179148.9	3725	3725
ENSG00000179111.8	1895	1895
ENSG00000179094.15	7211	7323
ENSG00000284117.1	0	48
ENSG00000263620.1	26	430
ENSG00000220205.8	2892	3294
ENSG00000179029.14	3155	3365
ENSG00000200463.1	0	104
ENSG00000266824.1	435	435
ENSG00000283160.1	30	30
ENSG00000196544.7	2545	2545
ENSG00000279152.1	726	726
ENSG00000271002.1	285	285
ENSG00000178999.12	2433	2508
ENSG00000178977.3	2052	2052
ENSG00000178971.13	8546	8635
ENSG00000178921.13	6521	6633
ENSG00000269947.1	606	644
ENSG00000125434.10	4032	4033
ENSG00000108961.13	1656	1656
ENSG00000271029.1	327	368
ENSG00000198844.10	5345	5397
ENSG00000226871.1	507	507
ENSG00000212206.1	107	107
ENSG00000266279.1	518	518
ENSG00000184650.10	1380	1380
ENSG00000265749.5	1225	1373
ENSG00000184619.3	631	2763
ENSG00000263809.1	620	3057
ENSG00000161970.12	2150	2685
ENSG00000189051.5	2873	3037
ENSG00000166579.15	8073	8127
ENSG00000133026.12	9062	9085
ENSG00000252363.1	29	34
ENSG00000270606.1	422	462
ENSG00000244604.1	180	317
ENSG00000161973.10	1761	1761
ENSG00000183318.11	1000	1061
ENSG00000185156.5	2158	2158
ENSG00000276231.4	3668	3668
ENSG00000141506.13	7659	7659
ENSG00000266389.1	372	372
ENSG00000265975.1	527	527
ENSG00000065320.8	6353	6353
ENSG00000262966.2	5574	5642
ENSG00000273816.1	202	202
ENSG00000170310.14	3566	3826
ENSG00000263708.2	229	229
ENSG00000225751.2	685	685
ENSG00000262815.1	370	483
ENSG00000263051.1	195	205
ENSG00000271851.1	1979	2344
ENSG00000166596.14	3222	3272
ENSG00000241654.1	549	551
ENSG00000265349.1	182	182
ENSG00000154914.16	5115	5115
ENSG00000262296.1	165	165
ENSG00000282882.1	1541	1541
ENSG00000184544.11	998	1033
ENSG00000278944.1	29	172
ENSG00000214978.7	744	852
ENSG00000283025.1	2831	2854
ENSG00000065325.12	6046	6046
ENSG00000265593.1	504	529
ENSG00000109047.7	2888	2890
ENSG00000007237.18	10161	10258
ENSG00000242692.1	361	441
ENSG00000273388.1	481	493
ENSG00000006788.13	5280	6113
ENSG00000264067.1	493	611
ENSG00000272736.5	640	766
ENSG00000272975.1	1351	2244
ENSG00000133020.4	4961	6011
ENSG00000264424.1	4467	5986
ENSG00000109061.9	3895	5994
ENSG00000125414.18	4845	6646
ENSG00000214970.8	705	1473
ENSG00000109063.14	5986	6681
ENSG00000261433.1	511	511
ENSG00000133028.10	9486	10253
ENSG00000263388.1	141	141
ENSG00000170222.11	1643	1643
ENSG00000187824.8	3461	3557
ENSG00000264176.1	427	480
ENSG00000263400.6	2197	2198
ENSG00000264016.2	911	911
ENSG00000240813.2	446	446
ENSG00000266114.1	545	545
ENSG00000263429.3	1615	1615
ENSG00000279542.1	313	313
ENSG00000233670.6	3780	3780
ENSG00000263508.5	740	740
ENSG00000207242.1	54	76
ENSG00000244753.2	520	537
ENSG00000243346.3	262	263
ENSG00000188803.14	8553	8553
ENSG00000264727.1	2364	2577
ENSG00000007174.17	16917	17030
ENSG00000263684.1	259	259
ENSG00000266368.1	307	433
ENSG00000154957.13	2894	3086
ENSG00000241185.2	822	964
ENSG00000065559.14	5183	5867
ENSG00000252707.1	112	112
ENSG00000266297.1	68	68
ENSG00000263648.1	283	309
ENSG00000265400.1	677	688
ENSG00000179136.6	3324	3404
ENSG00000141052.17	8926	8928
ENSG00000227274.1	1113	1113
ENSG00000265489.1	3464	3634
ENSG00000006740.16	9280	9412
ENSG00000265503.1	45	45
ENSG00000280168.1	772	772
ENSG00000277621.1	360	360
ENSG00000263707.1	305	305
ENSG00000006744.18	6677	6770
ENSG00000273098.1	710	710
ENSG00000234634.1	400	455
ENSG00000153976.2	2013	2597
ENSG00000221698.1	75	88
ENSG00000236088.9	6233	6450
ENSG00000265494.1	1776	1952
ENSG00000233852.1	375	375
ENSG00000266744.1	481	481
ENSG00000141028.6	163	534
ENSG00000006695.10	3025	3198
ENSG00000252305.1	113	150
ENSG00000231595.1	1475	1507
ENSG00000223510.6	363	778
ENSG00000262786.1	1851	1855
ENSG00000125430.8	4659	5367
ENSG00000266709.1	1622	1622
ENSG00000266378.1	2079	2091
ENSG00000230647.1	629	774
ENSG00000230897.1	310	429
ENSG00000226130.1	202	202
ENSG00000205325.1	2889	2968
ENSG00000238212.2	922	923
ENSG00000226156.1	423	428
ENSG00000232058.1	946	946
ENSG00000259944.1	737	737
ENSG00000265163.1	437	437
ENSG00000109099.13	3010	3010
ENSG00000265110.1	40	40
ENSG00000279660.1	1208	1299
ENSG00000265445.1	252	343
ENSG00000230971.1	1743	1743
ENSG00000237377.2	313	313
ENSG00000125409.12	2648	2710
ENSG00000200437.1	51	77
ENSG00000279567.1	410	525
ENSG00000266667.1	508	508
ENSG00000239888.3	249	275
ENSG00000239704.10	862	3211
ENSG00000259024.6	83	3151
ENSG00000234324.1	489	523
ENSG00000175106.16	2155	5488
ENSG00000223878.1	363	459
ENSG00000266538.1	225	287
ENSG00000241322.10	1800	4337
ENSG00000251537.4	2871	5484
ENSG00000252129.1	113	150
ENSG00000223544.1	35	203
ENSG00000221926.11	2955	6131
ENSG00000266261.1	541	541
ENSG00000108452.1	138	138
ENSG00000187607.15	2210	6993
ENSG00000255104.8	104	4494
ENSG00000233966.1	184	639
ENSG00000214946.14	2277	6017
ENSG00000233002.2	1086	1522
ENSG00000267227.1	51	583
ENSG00000233193.1	155	385
ENSG00000227255.1	106	386
ENSG00000235430.1	594	1940
ENSG00000251829.1	85	85
ENSG00000227018.1	686	990
ENSG00000179277.9	268	928
ENSG00000265519.1	317	317
ENSG00000276855.1	443	660
ENSG00000233090.1	46	154
ENSG00000237057.2	568	921
ENSG00000227790.7	922	1445
ENSG00000170425.3	2499	2518
ENSG00000214941.7	2648	2887
ENSG00000011295.15	5557	6097
ENSG00000275413.1	294	301
ENSG00000141027.20	15132	15796
ENSG00000227782.2	760	772
ENSG00000243686.2	0	311
ENSG00000233979.1	303	310
ENSG00000252383.1	74	74
ENSG00000199674.1	75	75
ENSG00000239221.3	288	290
ENSG00000108474.16	5826	6230
ENSG00000221355.1	45	45
ENSG00000166582.9	2746	2904
ENSG00000170315.13	1178	1539
ENSG00000265401.1	407	407
ENSG00000265095.1	415	419
ENSG00000264739.1	2011	2136
ENSG00000187688.14	3391	3506
ENSG00000239203.1	332	447
ENSG00000175061.17	4113	4262
ENSG00000277108.1	0	42
ENSG00000277370.1	0	41
ENSG00000266651.1	230	274
ENSG00000277512.1	0	43
ENSG00000181350.11	3720	3723
ENSG00000141040.14	3604	3643
ENSG00000266803.1	651	659
ENSG00000235554.1	561	1004
ENSG00000197566.9	4997	5103
ENSG00000264765.1	741	741
ENSG00000264359.1	547	982
ENSG00000231458.2	315	758
ENSG00000170160.17	5535	15702
ENSG00000266302.6	196	8772
ENSG00000252446.1	25	80
ENSG00000276088.1	79	273
ENSG00000226478.3	257	1096
ENSG00000188933.14	1285	7802
ENSG00000266129.1	87	239
ENSG00000272815.1	1353	3213
ENSG00000264673.1	631	656
ENSG00000266486.1	45	477
ENSG00000264729.1	47	272
ENSG00000264892.1	0	175
ENSG00000226145.7	1387	2021
ENSG00000227300.12	401	1497
ENSG00000131885.16	709	2379
ENSG00000205312.8	780	3182
ENSG00000229749.1	292	345
ENSG00000283033.1	1221	3048
ENSG00000265853.1	101	202
ENSG00000128438.10	4638	5366
ENSG00000240505.8	3120	3657
ENSG00000230709.1	2068	2171
ENSG00000230969.2	370	370
ENSG00000260328.1	1197	3047
ENSG00000133030.20	17615	18331
ENSG00000225442.2	1014	1028
ENSG00000263624.1	1201	1201
ENSG00000206859.1	54	77
ENSG00000243370.3	224	306
ENSG00000278864.1	1715	1724
ENSG00000179598.5	1991	2530
ENSG00000264187.1	136	1663
ENSG00000154803.12	8221	9797
ENSG00000266498.1	656	656
ENSG00000226359.1	776	847
ENSG00000141030.12	2969	3003
ENSG00000205309.13	2016	2036
ENSG00000215030.5	211	606
ENSG00000227158.1	985	994
ENSG00000230865.1	359	485
ENSG00000201741.1	43	49
ENSG00000141026.5	5332	5990
ENSG00000108551.4	1745	1745
ENSG00000133027.17	1845	1845
ENSG00000265511.1	765	765
ENSG00000206730.1	45	79
ENSG00000264666.1	383	395
ENSG00000279200.1	1241	1673
ENSG00000223979.2	534	534
ENSG00000273948.1	127	127
ENSG00000274836.1	131	131
ENSG00000108557.18	9767	9809
ENSG00000237328.1	694	694
ENSG00000226746.2	2802	2814
ENSG00000264167.1	436	436
ENSG00000072310.16	8353	8355
ENSG00000274111.1	36	36
ENSG00000207839.1	66	66
ENSG00000175662.17	8083	8083
ENSG00000197815.4	1375	1785
ENSG00000171962.17	7703	7762
ENSG00000171953.15	5493	5743
ENSG00000230273.1	345	351
ENSG00000232344.2	745	823
ENSG00000280198.1	483	670
ENSG00000141034.9	5075	5232
ENSG00000108591.9	7689	7706
ENSG00000279428.1	3100	3100
ENSG00000091536.16	19372	19683
ENSG00000266677.1	1969	2249
ENSG00000091542.8	3155	3155
ENSG00000131899.10	6590	6753
ENSG00000177731.15	6982	6982
ENSG00000177427.12	3913	4098
ENSG00000260647.1	697	697
ENSG00000177302.14	6460	6712
ENSG00000228000.1	708	718
ENSG00000237382.2	435	435
ENSG00000176994.10	8097	8249
ENSG00000176974.19	6930	7324
ENSG00000283772.1	0	43
ENSG00000214860.4	1215	2125
ENSG00000264177.1	4918	4925
ENSG00000267441.1	0	559
ENSG00000275206.1	89	141
ENSG00000204471.3	143	1045
ENSG00000220161.4	1021	1811
ENSG00000205266.9	530	3151
ENSG00000266162.1	0	82
ENSG00000279999.1	0	591
ENSG00000186831.11	477	2170
ENSG00000214856.11	370	2455
ENSG00000229526.2	339	725
ENSG00000227919.1	0	78
ENSG00000267492.1	132	136
ENSG00000230662.1	385	2635
ENSG00000171916.16	2383	5011
ENSG00000167494.9	283	2000
ENSG00000273018.5	2348	7993
ENSG00000233327.10	922	6495
ENSG00000213077.5	1543	2251
ENSG00000227689.1	38	224
ENSG00000154874.15	1858	9948
ENSG00000227077.3	1	180
ENSG00000276532.1	0	273
ENSG00000189375.10	2027	3873
ENSG00000262262.1	172	322
ENSG00000174977.8	352	1318
ENSG00000249459.8	1697	5937
ENSG00000264885.1	708	1803
ENSG00000240445.3	502	1898
ENSG00000224126.2	142	467
ENSG00000108448.21	1870	4558
ENSG00000265693.1	3	100
ENSG00000171931.12	2163	4528
ENSG00000171928.13	2957	5901
ENSG00000265478.2	955	955
ENSG00000250111.3	0	1270
ENSG00000141127.14	4753	5086
ENSG00000274747.1	0	273
ENSG00000264273.1	426	433
ENSG00000235672.1	483	557
ENSG00000212618.1	45	45
ENSG00000154025.15	6496	6530
ENSG00000196893.3	1459	1459
ENSG00000188522.14	7772	7896
ENSG00000263045.1	157	157
ENSG00000154016.13	2060	3137
ENSG00000279825.1	138	2643
ENSG00000265185.5	55	728
ENSG00000262074.6	118	761
ENSG00000230197.6	26	696
ENSG00000265746.1	55	1299
ENSG00000263394.1	529	727
ENSG00000228157.4	1827	3065
ENSG00000262202.4	31	607
ENSG00000277947.1	0	188
ENSG00000281000.1	0	187
ENSG00000189152.10	1180	2057
ENSG00000262319.1	138	2643
ENSG00000266664.1	157	161
ENSG00000197665.7	0	1421
ENSG00000262292.2	1258	1456
ENSG00000266311.6	0	437
ENSG00000261987.2	132	1376
ENSG00000263934.4	4	669
ENSG00000264940.4	31	551
ENSG00000236022.6	0	696
ENSG00000263206.1	104	1311
ENSG00000072134.15	8531	8798
ENSG00000281856.1	0	1421
ENSG00000235397.1	1114	1160
ENSG00000265263.1	1630	1630
ENSG00000108641.14	3708	3708
ENSG00000221540.1	39	39
ENSG00000166484.19	5605	5605
ENSG00000166482.11	2204	2204
ENSG00000128482.15	3685	3685
ENSG00000265126.1	537	537
ENSG00000235979.8	4175	4251
ENSG00000227078.1	490	490
ENSG00000283675.1	31	34
ENSG00000189343.7	194	853
ENSG00000231477.2	513	513
ENSG00000142494.13	5781	6043
ENSG00000228331.2	376	556
ENSG00000266079.4	549	671
ENSG00000262769.1	700	700
ENSG00000228983.9	1345	1453
ENSG00000263107.1	22	130
ENSG00000266179.2	129	152
ENSG00000271900.1	74	74
ENSG00000227225.1	729	920
ENSG00000242752.3	42	42
ENSG00000228725.3	885	1222
ENSG00000224254.2	416	450
ENSG00000231625.4	1483	1483
ENSG00000072210.18	6748	6812
ENSG00000264932.3	469	533
ENSG00000275982.1	0	64
ENSG00000252349.1	61	61
ENSG00000180638.17	6859	6913
ENSG00000262681.2	3323	3323
ENSG00000264785.1	416	416
ENSG00000108602.17	4174	4174
ENSG00000230607.3	921	934
ENSG00000083290.19	9674	9931
ENSG00000231096.1	317	360
ENSG00000279251.1	388	388
ENSG00000276406.1	92	92
ENSG00000270091.1	698	698
ENSG00000108599.14	4974	5041
ENSG00000266126.1	330	336
ENSG00000261033.1	1154	1154
ENSG00000128487.16	13304	13911
ENSG00000225681.2	314	314
ENSG00000225014.1	941	1137
ENSG00000212186.1	71	71
ENSG00000263494.1	98	165
ENSG00000252971.1	72	72
ENSG00000154898.15	1991	8115
ENSG00000276577.1	0	80
ENSG00000266839.3	227	250
ENSG00000278701.1	55	273
ENSG00000214832.5	389	1471
ENSG00000189423.11	295	1937
ENSG00000237911.2	114	314
ENSG00000265556.1	46	271
ENSG00000230528.7	1543	3669
ENSG00000170298.15	563	2751
ENSG00000229586.2	376	2632
ENSG00000263976.1	23	91
ENSG00000230088.1	65	492
